rank,rerisk,hold,cap,derisk,override_scale,min_median_delta_terminal,min_pass_rate_terminal,worst_median_delta_maxdd,worst_fold_maxdd,avg_median_delta_terminal,avg_median_delta_sharpe,full_delta_terminal,full_candidate_terminal,full_candidate_sharpe,full_candidate_maxdd
57,0.0,0.44,0.02,0.26,1.0,0.0950387567792399,1.0,-0.0153381938106531,-0.168534191511981,0.19327309270884574,0.13085897833699411,38.952120268482595,87.14372727413823,1.0795918330783227,-0.3444851256435135
58,0.0,0.44,0.03,0.26,1.0,0.0950387567792399,1.0,-0.0153381938106531,-0.168534191511981,0.19327309270884574,0.13085897833699411,38.952120268482595,87.14372727413823,1.0795918330783227,-0.3444851256435135
59,0.01,0.44,0.02,0.26,1.0,0.0950387567792399,1.0,-0.0153381938106531,-0.168534191511981,0.19327309270884574,0.13085897833699411,38.952120268482595,87.14372727413823,1.0795918330783227,-0.3444851256435135
60,0.01,0.44,0.03,0.26,1.0,0.0950387567792399,1.0,-0.0153381938106531,-0.168534191511981,0.19327309270884574,0.13085897833699411,38.952120268482595,87.14372727413823,1.0795918330783227,-0.3444851256435135
61,0.02,0.44,0.02,0.26,1.0,0.0950387567792399,1.0,-0.0153381938106531,-0.168534191511981,0.19327309270884574,0.13085897833699411,38.952120268482595,87.14372727413823,1.0795918330783227,-0.3444851256435135
62,0.02,0.44,0.03,0.26,1.0,0.0950387567792399,1.0,-0.0153381938106531,-0.168534191511981,0.19327309270884574,0.13085897833699411,38.952120268482595,87.14372727413823,1.0795918330783227,-0.3444851256435135
63,0.03,0.44,0.02,0.26,1.0,0.0950387567792399,1.0,-0.0153381938106531,-0.168534191511981,0.19327309270884574,0.13085897833699411,38.952120268482595,87.14372727413823,1.0795918330783227,-0.3444851256435135
64,0.03,0.44,0.03,0.26,1.0,0.0950387567792399,1.0,-0.0153381938106531,-0.168534191511981,0.19327309270884574,0.13085897833699411,38.952120268482595,87.14372727413823,1.0795918330783227,-0.3444851256435135
65,0.0,0.38,0.02,0.24,1.1,0.09469470455341744,1.0,-0.01086900686137321,-0.1639812717440744,0.16204226948408948,0.13193072438400433,31.26728800451557,79.4588950101712,1.076541354596061,-0.33597184174111094
66,0.0,0.38,0.03,0.24,1.1,0.09469470455341744,1.0,-0.01086900686137321,-0.1639812717440744,0.16204226948408948,0.13193072438400433,31.26728800451557,79.4588950101712,1.076541354596061,-0.33597184174111094
67,0.01,0.38,0.02,0.24,1.1,0.09469470455341744,1.0,-0.01086900686137321,-0.1639812717440744,0.16204226948408948,0.13193072438400433,31.26728800451557,79.4588950101712,1.076541354596061,-0.33597184174111094
68,0.01,0.38,0.03,0.24,1.1,0.09469470455341744,1.0,-0.01086900686137321,-0.1639812717440744,0.16204226948408948,0.13193072438400433,31.26728800451557,79.4588950101712,1.076541354596061,-0.33597184174111094
69,0.02,0.38,0.02,0.24,1.1,0.09469470455341744,1.0,-0.01086900686137321,-0.1639812717440744,0.16204226948408948,0.13193072438400433,31.26728800451557,79.4588950101712,1.076541354596061,-0.33597184174111094
